train_loss,val_loss
0.9580794210019319,0.9601438783463978
0.9573998018081143,0.9601325563022068
0.9569198855702181,0.9602279890151251
0.9562338131555119,0.9603204102743239
0.9555680477841301,0.9603209495544434
0.9551229325140486,0.9602118617012387
0.9544593195737519,0.9596551855405172
0.9538278446434447,0.9586959821837289
0.9533821773825225,0.9575515758423578
0.9529978532968841,0.9564557416098458
0.9525216114446984,0.9559362615857806
0.9519092892267689,0.954968600046067
0.9514487419069183,0.9540100381487892
0.9506166518104743,0.9536905260313124
0.9503067883645525,0.9532002494448707
0.9498072485005633,0.9527645735513597
0.9491595648090292,0.9523309071858724
0.9486431009280756,0.9517088617597308
0.9479886493327455,0.9515485195886522
0.9477596445853665,0.9514833490053812
0.9474986928590337,0.9508628930364337
0.9467796050243497,0.9506571832157317
0.9465031664564002,0.9499537774494716
0.9461049829950984,0.9497549079713368
0.9450598340597212,0.9494001893770128
0.9452379475469175,0.9493981457891918
0.9443056346466823,0.948659340540568
0.9439452982837369,0.9481269830749148
0.9434523963780137,0.948902462209974
0.9433316643934072,0.9484744242259434
0.9428728556040651,0.9483696108772641
0.943411758227378,0.948063680103847
0.9421730978148324,0.9473858674367269
0.9426024404371748,0.947228247211093
0.9417234537023935,0.9470891242935544
0.9420767337639139,0.9468806868507749
0.9410227722262744,0.946438573655628
0.9408553742473911,0.9464148793901715
0.9408302925388266,0.946200946966807
0.9411741143428021,0.9461909646079654
0.9408487444338591,0.9456827186402821
0.9407066077179049,0.9455305167606899
0.9399984867676444,0.9460102064268929
0.9397257151811019,0.9453385784512475
0.9400273598499179,0.9454442432948521
0.9390931451542778,0.9445270299911499
0.9390276263219229,0.945749356633141
0.938737738576735,0.9456982896441505
0.9387937447299128,0.9462041116896129
0.938533832197604,0.9458356925419399
0.9384299298250898,0.9447200411841983
0.9379972489724248,0.9445122820990426
0.9384027549198696,0.9445864444687253
0.9378605381302212,0.943638631275722
0.9374238978261533,0.9431908159028917
0.9374277643535448,0.942800624029977
0.9376590355582859,0.9426716906683785
0.9371313075101153,0.9429408879507155
0.9369238492865,0.9430446653139024
0.9367458105827711,0.9425096029327029
0.9362830586314942,0.9421986000878471
0.9357586047664193,0.9416090590613229
0.9362937234203268,0.9418292357808068
0.9362423838295552,0.9421168054853167
0.9358028617704878,0.9418041564169384
0.9360841142464869,0.9425960977872213
0.9359801211712523,0.9427136267934527
0.9351012351350014,0.9420415248189654
0.9363468167204294,0.9418137754712786
0.9354501755341239,0.941060605503264
0.9353830592232462,0.9420965512593588
0.9358921188005009,0.9418821051007226
0.9351354704140136,0.9408938146772838
0.9346776308480257,0.9403888157435826
0.9345156095042733,0.9410865193321591
0.933913500782866,0.941257771991548
