lon,lat,x,y,x_scaled,y_scaled
55.22996476901519,18.12323740600948,42,39,0.1640625,0.15234375
55.22879796223432,18.122128481406023,70,12,0.2734375,0.046875
55.22987374153583,18.121577948851787,83,37,0.32421875,0.14453125
55.23116467669745,18.124949933573003,1,67,0.00390625,0.26171875
55.23032060370702,18.12458029643524,10,48,0.0390625,0.1875
55.23833102189069,18.12337700417623,39,234,0.15234375,0.9140625
55.23731316916693,18.1238882077805,27,211,0.10546875,0.82421875
55.2369325087987,18.122291674651887,66,202,0.2578125,0.7890625
55.23522781236705,18.122291674651887,66,162,0.2578125,0.6328125
55.23527746371942,18.120813098965616,102,163,0.3984375,0.63671875
55.23406100558616,18.121638900755457,82,135,0.3203125,0.52734375
55.2327700704243,18.12338486885837,39,105,0.15234375,0.41015625
55.23327485917349,18.123030957812198,48,117,0.1875,0.45703125
55.23394515243059,18.1237309145228,30,132,0.1171875,0.515625
55.23327485917349,18.12432862815012,16,117,0.0625,0.45703125
55.23294385015764,18.120238967806834,116,109,0.453125,0.42578125
55.23104882354188,18.12231526884352,65,65,0.25390625,0.25390625
55.235029206957535,18.118437914010627,160,157,0.625,0.61328125
55.23104882354188,18.120411993833702,112,65,0.4375,0.25390625
55.22960893432291,18.120294021561207,115,31,0.44921875,0.12109375
55.23660977500824,18.11994796910332,123,194,0.48046875,0.7578125
55.23786760926848,18.118799699229516,151,224,0.58984375,0.875
55.23912544352872,18.122134379959665,70,253,0.2734375,0.98828125
55.23417272112894,18.115901464040583,222,138,0.8671875,0.5390625
55.23092883277357,18.11480035804449,249,62,0.97265625,0.2421875
55.230200612938695,18.116129549417103,217,45,0.84765625,0.17578125
55.23334519858931,18.11657785429141,206,118,0.8046875,0.4609375
