lon,lat,x,y,x_scaled,y_scaled
55.86511001431449,18.461612478376004,186,247,0.7265625,0.96484375
55.86296298122533,18.461778050511487,182,197,0.7109375,0.76953125
55.862648781261065,18.460610763549795,211,190,0.82421875,0.7421875
55.86277969791283,18.46013060065111,223,193,0.87109375,0.75390625
55.86380084779671,18.464261613374514,121,217,0.47265625,0.84765625
55.862448042395,18.464468575323966,116,185,0.453125,0.72265625
55.86078976480581,18.4626721372828,160,147,0.625,0.57421875
55.85799687623453,18.462374108876595,167,82,0.65234375,0.3203125
55.85943695940409,18.462796315632637,157,115,0.61328125,0.44921875
55.85560546539538,18.46288737969873,155,26,0.60546875,0.1015625
55.85449703774365,18.463450320125563,141,0,0.55078125,0.0
55.85616404310963,18.464195385497973,123,39,0.48046875,0.15234375
55.85760412627919,18.46462586623861,112,73,0.4375,0.28515625
55.8576564929399,18.46374834666273,134,74,0.5234375,0.2890625
55.85465413772579,18.46417882852484,123,4,0.48046875,0.015625
55.85599821535072,18.464634144703805,112,35,0.4375,0.13671875
55.8566615263864,18.464865941567176,106,51,0.4140625,0.19921875
55.862980436778905,18.466604408061187,63,198,0.24609375,0.7734375
55.860911953680805,18.46512257344352,100,150,0.390625,0.5859375
55.86093813701116,18.465776569070364,84,150,0.328125,0.5859375
55.85995189823443,18.464543081564667,114,127,0.4453125,0.49609375
55.85855545394879,18.46483282774872,107,95,0.41796875,0.37109375
55.85934095385946,18.46565239287724,87,113,0.33984375,0.44140625
55.86477835879666,18.46679481046408,59,240,0.23046875,0.9375
55.86543294205556,18.467134222919093,50,255,0.1953125,0.99609375
55.86342555339495,18.46876504900931,10,208,0.0390625,0.8125
55.8627447868057,18.468582927067697,15,192,0.05859375,0.75
55.86059775371654,18.46856637051796,15,142,0.05859375,0.5546875
55.86051920372547,18.467167336293382,50,140,0.1953125,0.546875
55.85886092613628,18.468533257413704,16,102,0.0625,0.3984375
55.85972497603802,18.468500144303047,17,122,0.06640625,0.4765625
55.85948932606481,18.467341181403583,45,116,0.17578125,0.453125
55.85786595958275,18.46715077960704,50,79,0.1953125,0.30859375
55.8563036875382,18.467515026337622,41,42,0.16015625,0.1640625
55.85564910427931,18.466306386484625,71,27,0.27734375,0.10546875
55.85691463191316,18.46573517701597,85,56,0.33203125,0.21875
55.85495088213649,18.465006675224306,103,11,0.40234375,0.04296875
55.85487233214545,18.46856637051796,15,9,0.05859375,0.03515625
55.85603312645788,18.46874021421048,11,36,0.04296875,0.140625
55.85733356519887,18.46917896179393,0,66,0.0,0.2578125
