lon,lat,x,y,x_scaled,y_scaled
56.47832223616549,19.36315951596573,251,200,0.98046875,0.78125
56.47626757204729,19.36315951596573,251,152,0.98046875,0.59375
56.47636757782296,19.36407727235089,229,155,0.89453125,0.60546875
56.47447655951949,19.363871420900864,234,111,0.9140625,0.43359375
56.47507659417348,19.36317667033807,251,125,0.98046875,0.48828125
56.47351286749946,19.363682723510006,239,88,0.93359375,0.34375
56.47393107347041,19.364557591390124,217,98,0.84765625,0.3828125
56.47231279819148,19.36398292380189,231,60,0.90234375,0.234375
56.47157639202522,19.364334586297907,222,43,0.8671875,0.16796875
56.471749129274095,19.363734186456444,237,47,0.92578125,0.18359375
56.47073998008332,19.364549014276832,217,24,0.84765625,0.09375
56.47204914660109,19.36317667033807,251,54,0.98046875,0.2109375
56.47129455756654,19.365561110529995,192,37,0.75,0.14453125
56.47322194160661,19.364711979352197,213,81,0.83203125,0.31640625
56.47505841130518,19.364171620845283,226,124,0.8828125,0.484375
56.47564026309086,19.365320952665652,198,138,0.7734375,0.5390625
56.475476617276136,19.366221542832573,176,134,0.6875,0.5234375
56.47508568560763,19.36528664437044,199,125,0.77734375,0.48828125
56.4738583419972,19.3659213466631,183,96,0.71484375,0.375
56.47204005516694,19.366719009553396,164,54,0.640625,0.2109375
56.47187640935221,19.367499514624644,144,50,0.5625,0.1953125
56.47272191272829,19.367190743834467,152,70,0.59375,0.2734375
56.47470384537327,19.366581777506184,167,116,0.65234375,0.453125
56.47187640935221,19.36548391696933,194,50,0.7578125,0.1953125
56.47296738145037,19.36526949022012,199,76,0.77734375,0.296875
56.47760401286753,19.365561110529985,192,184,0.75,0.71875
56.47753128139433,19.364669093821835,214,182,0.8359375,0.7109375
56.47642212642786,19.364952138113672,207,156,0.80859375,0.609375
56.476585772242586,19.365655458165605,190,160,0.7421875,0.625
56.47795857879944,19.3643517405466,222,192,0.8671875,0.75
56.47846769911191,19.36448897447116,219,204,0.85546875,0.796875
56.478967727990224,19.36483205877716,210,215,0.8203125,0.83984375
56.47937684252703,19.364068695212325,229,225,0.89453125,0.87890625
56.47973140845893,19.36385426660162,234,233,0.9140625,0.91015625
56.48000415148347,19.363528334573207,242,239,0.9453125,0.93359375
56.4805405460984,19.36514941111736,202,252,0.7890625,0.984375
56.48049508892764,19.36579269099266,186,251,0.7265625,0.98046875
56.47992232857611,19.366084310366556,179,238,0.69921875,0.9296875
56.48029280451775,19.36770750572997,139,246,0.54296875,0.9609375
56.47968595128816,19.368093467902614,130,232,0.5078125,0.90625
56.47821995753125,19.36747592798768,145,198,0.56640625,0.7734375
56.47772220151147,19.36683265475502,161,186,0.62890625,0.7265625
56.47874498785348,19.36843440039489,121,210,0.47265625,0.8203125
56.47812449747266,19.3686788421202,115,196,0.44921875,0.765625
56.47633121208632,19.367913352335783,134,154,0.5234375,0.6015625
56.47594255327635,19.368743168829084,114,145,0.4453125,0.56640625
56.47558798734445,19.36761744775817,141,137,0.55078125,0.53515625
56.4770812554038,19.368987610091303,108,171,0.421875,0.66796875
56.47656986223279,19.369219185685765,102,159,0.3984375,0.62109375
56.47528115144185,19.36963087481901,92,129,0.359375,0.50390625
56.474749302544,19.369798123232325,88,117,0.34375,0.45703125
56.47502204556854,19.36898117743121,108,123,0.421875,0.48046875
56.47377424623127,19.36820282368537,127,94,0.49609375,0.3671875
56.47327649021148,19.368350775509963,123,83,0.48046875,0.32421875
56.47303784006502,19.37039635653657,73,77,0.28515625,0.30078125
56.47274464131364,19.370473547770708,71,70,0.27734375,0.2734375
56.47399925922652,19.369952506230742,84,100,0.328125,0.390625
56.47361741899216,19.37021624351473,77,91,0.30078125,0.35546875
56.47099226738098,19.369219185685758,102,29,0.3984375,0.11328125
56.47161275776181,19.37088523373528,61,44,0.23828125,0.171875
56.47102636025904,19.37102031796579,57,30,0.22265625,0.1171875
56.47063088287346,19.37060863234247,67,21,0.26171875,0.08203125
56.46992856958527,19.37129048609089,51,5,0.19921875,0.01953125
56.47025586121472,19.36881392817953,112,12,0.4375,0.046875
56.48049736178619,19.37270564514254,16,251,0.0625,0.98046875
56.479699588439416,19.3719337417288,35,232,0.13671875,0.90625
56.47952912404908,19.37037062611705,73,228,0.28515625,0.890625
56.47896318227316,19.37023554134801,77,215,0.30078125,0.83984375
56.47919501384401,19.36975952745985,88,221,0.34375,0.86328125
56.47968595128818,19.369560115823223,93,232,0.36328125,0.90625
56.47888817794142,19.372075257628374,31,213,0.12109375,0.83203125
56.47843133337531,19.37090453148934,60,203,0.234375,0.79296875
56.47817222750201,19.370023265056137,82,197,0.3203125,0.76953125
56.47661759226213,19.37231326136416,25,161,0.09765625,0.62890625
56.47627666348146,19.37132264893308,50,153,0.1953125,0.59765625
56.47640621641812,19.370627930129288,67,156,0.26171875,0.609375
56.47575845173483,19.370788744930632,63,141,0.24609375,0.55078125
56.47800176311167,19.371959471901494,34,193,0.1328125,0.75390625
56.477613104301696,19.371123239209112,55,184,0.21484375,0.71875
56.47751082566749,19.370370626117055,73,181,0.28515625,0.70703125
56.474837944027016,19.37224250353308,27,119,0.10546875,0.46484375
56.474558382426856,19.371760062956795,39,113,0.15234375,0.44140625
56.47504250129542,19.37135481176893,49,124,0.19140625,0.484375
56.47446292236828,19.37120686267145,53,110,0.20703125,0.4296875
56.4733105830896,19.371663574670144,41,84,0.16015625,0.328125
56.47254008404528,19.37182438844949,37,66,0.14453125,0.2578125
56.4712309175275,19.37322024538695,3,35,0.01171875,0.13671875
56.47211051378163,19.372242503533084,27,56,0.10546875,0.21875
