lon,lat,x,y,x_scaled,y_scaled
55.64769692106507,18.255775834600925,120,45,0.46875,0.17578125
55.64872304901421,18.257206114486344,85,69,0.33203125,0.26953125
55.65140422204264,18.25822773576473,60,132,0.234375,0.515625
55.65269515720448,18.25737900466359,80,162,0.3125,0.6328125
55.65180143286166,18.25607446543995,112,141,0.4375,0.55078125
55.653456477940935,18.254156932169405,159,180,0.62109375,0.703125
55.65163592835374,18.25428267270451,156,137,0.609375,0.53515625
55.64940161749672,18.254156932169405,159,85,0.62109375,0.33203125
55.65201658872197,18.25209791795964,210,146,0.8203125,0.5703125
55.64585982102709,18.25066759601512,245,3,0.95703125,0.01171875
55.655980421686834,18.25817272554129,61,238,0.23828125,0.9296875
55.64844169135075,18.25881712992245,45,63,0.17578125,0.24609375
