lon,lat,x,y,x_scaled,y_scaled
55.21749814195566,18.1325882709481,69,5,0.26953125,0.01953125
55.22751943991062,18.13397237670838,35,238,0.13671875,0.9296875
55.227569091263,18.13217932851429,79,240,0.30859375,0.9375
55.22626988087576,18.134766659728005,16,209,0.0625,0.81640625
55.2243500285838,18.134845301414927,14,165,0.0546875,0.64453125
55.22339010243784,18.13411393236209,32,142,0.125,0.5546875
55.220319993815785,18.13500258468272,10,71,0.0390625,0.27734375
55.219376618120606,18.13424762370765,29,49,0.11328125,0.19140625
55.22160265375222,18.13419257434245,30,101,0.1171875,0.39453125
55.223323900634654,18.132077092756496,82,141,0.3203125,0.55078125
55.22539270698375,18.132092821338507,81,189,0.31640625,0.73828125
55.22169368123157,18.13184116385666,88,103,0.34375,0.40234375
55.220857883466536,18.130913173764093,110,83,0.4296875,0.32421875
55.22321632270451,18.130299753882376,125,138,0.48828125,0.5390625
55.22518582634885,18.12830219218541,174,184,0.6796875,0.71875
55.22291013936485,18.12844375242643,171,131,0.66796875,0.51171875
55.21945937037456,18.129049314387053,156,51,0.609375,0.19921875
55.21940144379679,18.13032334699452,125,49,0.48828125,0.19140625
55.21766364646356,18.130575006659377,119,9,0.46484375,0.03515625
55.217498141955616,18.12884483915416,161,5,0.62890625,0.01953125
55.21916973748568,18.126501221346302,218,44,0.8515625,0.171875
55.22269084589179,18.12554960918401,242,126,0.9453125,0.4921875
55.22307150626002,18.126548408591606,217,135,0.84765625,0.52734375
55.22135853460298,18.12728767377384,199,95,0.77734375,0.37109375
55.22567820225988,18.12757866027633,192,196,0.75,0.765625
55.22394868015204,18.127326996302443,198,155,0.7734375,0.60546875
55.22629056893921,18.12510919188649,253,210,0.98828125,0.8203125
