lon,lat,x,y,x_scaled,y_scaled
54.14507115017579,47.72484391737519,246,104,0.9609375,0.40625
54.14635996467257,47.72483198652704,246,134,0.9609375,0.5234375
54.14369365578244,47.72489164074048,244,72,0.953125,0.28125
54.147181731714085,47.72492345629305,243,153,0.94921875,0.59765625
54.14570373343797,47.7252654722559,231,118,0.90234375,0.4609375
54.14500020625853,47.72572281567374,215,102,0.83984375,0.3984375
54.14354585595483,47.72569497749351,216,68,0.84375,0.265625
54.143273904272014,47.72546431771357,224,62,0.875,0.2421875
54.14371139176175,47.72487573295691,245,72,0.95703125,0.28125
54.14301968856852,47.72522570307328,232,56,0.90625,0.21875
54.14832865837635,47.72537682580572,227,180,0.88671875,0.703125
54.15025596812838,47.72582223762449,212,224,0.828125,0.875
54.15114276709406,47.72542852558718,225,245,0.87890625,0.95703125
54.15117232705958,47.72499504121525,240,246,0.9375,0.9609375
54.14349264801685,47.72697949517128,172,67,0.671875,0.26171875
54.14356359193411,47.72652613960802,187,68,0.73046875,0.265625
54.142192009533865,47.727424893285416,156,37,0.609375,0.14453125
54.14359906389273,47.72753624221883,152,69,0.59375,0.26953125
54.14664965233465,47.72650227867961,188,140,0.734375,0.546875
54.14766060315551,47.72755214918989,152,164,0.59375,0.640625
54.14822224250044,47.72718231085627,165,177,0.64453125,0.69140625
54.14894350565919,47.7267050962228,181,194,0.70703125,0.7578125
54.14812173861765,47.72899170995628,102,175,0.3984375,0.68359375
54.1488370897833,47.728900247334366,105,191,0.41015625,0.74609375
54.14881344181089,47.728566208568125,117,191,0.45703125,0.74609375
54.15013772826629,47.72855030190677,117,222,0.45703125,0.8671875
54.15029735208011,47.72898375669118,102,225,0.3984375,0.87890625
54.15086490341815,47.727285706783874,161,239,0.62890625,0.93359375
54.150208672183545,47.72760782355032,150,223,0.5859375,0.87109375
54.150179112218,47.726736910667725,180,223,0.703125,0.87109375
54.15149748668031,47.72859802187627,116,253,0.453125,0.98828125
54.15128465492857,47.72918656457169,95,248,0.37109375,0.96875
54.15132012688716,47.73128219976027,23,249,0.08984375,0.97265625
54.14866564198324,47.73114700003474,27,187,0.10546875,0.73046875
54.14601706907244,47.73109928240076,29,126,0.11328125,0.4921875
54.14469869461013,47.73047099614217,51,95,0.19921875,0.37109375
54.145159830072274,47.73051076131992,49,106,0.19140625,0.4140625
54.14617669288625,47.72840714173597,122,129,0.4765625,0.50390625
54.14346900004439,47.729282003301016,92,66,0.359375,0.2578125
54.14481693447221,47.72748852127651,154,98,0.6015625,0.3828125
54.14082633912668,47.729182587954185,95,5,0.37109375,0.01953125
54.14090319503704,47.72740103276872,157,6,0.61328125,0.0234375
54.14235754534074,47.72567906995524,217,40,0.84765625,0.15625
54.14492926234114,47.72661760639904,184,100,0.71875,0.390625
54.14562096553436,47.7270510772679,169,116,0.66015625,0.453125
