lon,lat,x,y,x_scaled,y_scaled
55.92299590287019,18.65672904762714,254,60,0.9921875,0.234375
55.922271770140014,18.65805469068712,222,43,0.8671875,0.16796875
55.92548741039933,18.6572639574766,241,118,0.94140625,0.4609375
55.926776121190265,18.65681044706084,252,148,0.984375,0.578125
55.92683748837079,18.6595082347702,186,150,0.7265625,0.5859375
55.925573324452046,18.65947334985804,187,120,0.73046875,0.46875
55.92561014476036,18.660205931507036,169,121,0.66015625,0.47265625
55.92417415273617,18.65983382693776,178,88,0.6953125,0.34375
55.92400232463071,18.6607292021768,156,84,0.609375,0.328125
55.92775799607861,18.65899658867308,198,171,0.7734375,0.66796875
55.92981993334412,18.658822163514603,203,219,0.79296875,0.85546875
55.92538922291047,18.662252492049745,118,116,0.4609375,0.453125
55.92610108220451,18.664008328291928,75,133,0.29296875,0.51953125
55.92759844140923,18.6634501836423,89,167,0.34765625,0.65234375
55.92961128493032,18.664008328291928,75,214,0.29296875,0.8359375
55.92449326207485,18.662566450857817,111,95,0.43359375,0.37109375
