lon,lat,x,y,x_scaled,y_scaled
56.50758074412287,19.37372841153345,246,114,0.9609375,0.4453125
56.50520787980939,19.373921385604277,242,59,0.9453125,0.23046875
56.51097639477838,19.373882790808388,243,193,0.94921875,0.75390625
56.51345835630168,19.377472067714177,154,251,0.6015625,0.98046875
56.510840023266105,19.378295403237534,134,190,0.5234375,0.7421875
56.511017306232056,19.379157328154992,112,194,0.4375,0.7578125
56.507948947206,19.379285973273905,109,123,0.42578125,0.48046875
56.50618975469772,19.3798134171992,96,82,0.375,0.3203125
56.50663978068822,19.379704069208675,99,92,0.38671875,0.359375
56.5056169943462,19.380109299629,89,68,0.34765625,0.265625
56.504403287886994,19.38045663918686,80,40,0.3125,0.15625
56.50390553186721,19.38061101208593,76,28,0.296875,0.109375
56.504635119457866,19.37769076661844,149,45,0.58203125,0.17578125
56.50509878259957,19.378990089348516,116,56,0.453125,0.21875
56.50284865264713,19.379684772496848,99,4,0.38671875,0.015625
56.50361233311584,19.37624992137395,184,22,0.71875,0.0859375
56.50302593561308,19.374680414732083,223,8,0.87109375,0.03125
56.505814733039,19.37547803475101,203,73,0.79296875,0.28515625
56.51171791487664,19.381427899574614,56,210,0.21875,0.8203125
56.51055193844672,19.38182026139996,47,183,0.18359375,0.71484375
56.508294989918674,19.382566389476334,28,131,0.109375,0.51171875
56.50573802406361,19.380816842390534,71,71,0.27734375,0.27734375
56.50639942589813,19.38237985777771,33,87,0.12890625,0.33984375
56.50669944322511,19.38305523015568,16,94,0.0625,0.3671875
56.50415611452128,19.383132415391973,14,34,0.0546875,0.1328125
56.50356971701852,19.381601568040143,52,21,0.203125,0.08203125
