lon,lat,x,y,x_scaled,y_scaled
54.13468673428783,47.71734185730044,249,118,0.97265625,0.4609375
54.13059563505951,47.71731401464136,250,22,0.9765625,0.0859375
54.13048330719053,47.717703810514514,237,20,0.92578125,0.078125
54.13179576965972,47.71813337809909,222,50,0.8671875,0.1953125
54.13219778519082,47.71827258905646,217,60,0.84765625,0.234375
54.13049513117673,47.71913171130517,187,20,0.73046875,0.078125
54.13171300175625,47.719537402998206,173,48,0.67578125,0.1875
54.130737522894016,47.71987547699592,162,26,0.6328125,0.1015625
54.130613371038834,47.72179251393896,95,23,0.37109375,0.08984375
54.132836280446114,47.721084570751934,120,75,0.46875,0.29296875
54.13355754360486,47.72135502209381,110,91,0.4296875,0.35546875
54.13449755050847,47.721887966216926,92,113,0.359375,0.44140625
54.13540799744656,47.72144649796522,107,134,0.41796875,0.5234375
54.134603966384354,47.72084593604902,128,116,0.5,0.453125
54.13582183696387,47.72115218371903,118,144,0.4609375,0.5625
54.13502962988788,47.72011013883389,154,126,0.6015625,0.4921875
54.13552032531555,47.71964479144699,170,137,0.6640625,0.53515625
54.1338886152187,47.71983968102941,163,99,0.63671875,0.38671875
54.13262936068745,47.72032491314903,146,70,0.5703125,0.2734375
54.133078672163386,47.72364982477298,31,80,0.12109375,0.3125
54.13728209926069,47.72282259386499,60,178,0.234375,0.6953125
54.13741807510209,47.72240499634986,74,181,0.2890625,0.70703125
54.13689190771579,47.72314473823225,48,169,0.1875,0.66015625
54.13567403713627,47.72370948034025,29,141,0.11328125,0.55078125
54.13737669115036,47.721689107107125,99,180,0.38671875,0.703125
54.13812160228153,47.72154990527861,104,198,0.40625,0.7734375
54.13866550564714,47.72105673009292,121,210,0.47265625,0.8203125
54.13797971444702,47.72061525479716,136,194,0.53125,0.7578125
54.13936903282657,47.72097718527089,124,227,0.484375,0.88671875
54.1391798490472,47.719943091532194,159,222,0.62109375,0.8671875
54.13987155224044,47.71982774903512,163,238,0.63671875,0.9296875
54.13997796811631,47.71919932680672,185,241,0.72265625,0.94140625
54.13997796811631,47.71902034440542,191,241,0.74609375,0.94140625
54.13870097760574,47.71920330418642,185,211,0.72265625,0.82421875
54.137985626440106,47.719601040624205,171,194,0.66796875,0.7578125
54.137358955171024,47.71924705534321,183,180,0.71484375,0.703125
54.137849650598696,47.7188135195315,199,191,0.77734375,0.74609375
54.1350887498189,47.71833622822736,215,127,0.83984375,0.49609375
54.1357449810535,47.71836009289641,214,142,0.8359375,0.5546875
54.1353607015017,47.71876181318474,200,133,0.78125,0.51953125
54.13332697587376,47.71823480326193,219,86,0.85546875,0.3359375
54.13536661349481,47.717890752398624,230,133,0.8984375,0.51953125
54.13605831668804,47.717333902256485,250,150,0.9765625,0.5859375
54.13887833739886,47.71743731773288,246,215,0.9609375,0.83984375
54.14019671186116,47.718028969636926,226,246,0.8828125,0.9609375
54.140072560005976,47.71738859315897,248,243,0.96875,0.94921875
54.14032381971289,47.72084295310825,128,249,0.5,0.97265625
54.13996318813352,47.72110942847056,119,241,0.46484375,0.94140625
54.14032381971286,47.72200429844416,88,249,0.34375,0.97265625
54.13886946940909,47.72425930260194,10,215,0.0390625,0.83984375
54.134476858532416,47.722748023125554,62,113,0.2421875,0.44140625
54.1365637920983,47.72345196665238,38,161,0.1484375,0.62890625
