lon,lat,x,y,x_scaled,y_scaled
55.15153432813696,17.989701591829466,243,4,0.94921875,0.015625
55.15303817156701,17.990024969042384,235,39,0.91796875,0.15234375
55.15354817064328,17.992412967035047,177,51,0.69140625,0.19921875
55.15672585719548,17.992860713060256,166,125,0.6484375,0.48828125
55.15934123707384,17.991803533119178,192,186,0.75,0.7265625
55.15688277998818,17.989975218740515,237,129,0.92578125,0.50390625
55.16114584918989,17.98945283972393,249,228,0.97265625,0.890625
55.16149892547347,17.99373132707836,145,236,0.56640625,0.921875
55.15462701484312,17.994552187788525,124,76,0.484375,0.296875
55.154561630346166,17.996877939056063,67,74,0.26171875,0.2890625
55.152024711864165,17.994726309266273,120,15,0.46875,0.05859375
55.156823933940935,17.99432831706458,130,127,0.5078125,0.49609375
55.1622508471885,17.997785844329737,45,254,0.17578125,0.9921875
55.162080847496426,17.99652970017673,76,250,0.296875,0.9765625
55.16219853959096,17.999539456351975,2,252,0.0078125,0.984375
55.15885739179642,17.99575859735421,95,175,0.37109375,0.68359375
55.16032200452829,17.998401476068505,30,209,0.1171875,0.81640625
55.15284855652588,17.998569375260644,26,35,0.1015625,0.13671875
