lon,lat,x,y,x_scaled,y_scaled
56.37854524677392,19.00203553808367,201,179,0.78515625,0.69921875
56.37647648129014,19.004839737696823,132,131,0.515625,0.51171875
56.37653140426759,19.005964866229288,104,132,0.40625,0.515625
56.37554279067358,19.00605141426273,102,109,0.3984375,0.42578125
56.37470063835274,19.00471856955481,135,90,0.52734375,0.3515625
56.37449925410211,19.006362986810256,94,85,0.3671875,0.33203125
56.37333671774618,19.005333064220974,120,58,0.46875,0.2265625
56.37197279713961,19.00535902873435,119,26,0.46484375,0.1015625
56.37226571968599,19.00699478490669,79,33,0.30859375,0.12890625
56.37217418139023,19.003809805676635,157,31,0.61328125,0.12109375
56.37330010242786,19.00859590632164,39,57,0.15234375,0.22265625
56.3736754094404,19.009392133935485,20,66,0.078125,0.2578125
56.37679686532523,19.00850935961218,41,139,0.16015625,0.54296875
56.3783347086937,19.00762658060333,63,174,0.24609375,0.6796875
56.37689755745055,19.00797276900837,55,141,0.21484375,0.55078125
56.380467550984505,19.009175768113256,25,224,0.09765625,0.875
56.38033939737047,19.00663128492518,88,221,0.34375,0.86328125
56.38130970330534,19.0045541269352,139,244,0.54296875,0.953125
56.3808977809745,19.004389684153047,143,234,0.55859375,0.9140625
56.38011055163111,19.00484839256072,132,216,0.515625,0.84375
56.37795024785159,19.004156002025105,149,165,0.58203125,0.64453125
56.3756709442876,19.003610742450046,162,112,0.6328125,0.4375
56.37903039974135,19.004562781813974,139,191,0.54296875,0.74609375
56.37793194019244,19.005333064220974,120,165,0.46875,0.64453125
56.37892970761603,19.00547154157881,116,188,0.453125,0.734375
56.38152939521512,19.00615527184341,99,249,0.38671875,0.97265625
56.38073301204217,19.002719282470128,184,230,0.71875,0.8984375
56.37850863145562,19.002078813128133,200,178,0.78125,0.6953125
