lon,lat,x,y,x_scaled,y_scaled
55.85465127392398,18.605742081357164,228,4,0.890625,0.015625
55.85657820339233,18.608638420387454,157,49,0.61328125,0.19140625
55.85576815660946,18.609545697173058,134,30,0.5234375,0.1171875
55.85848058598849,18.60527680141572,239,93,0.93359375,0.36328125
55.86180668717272,18.60623062392672,216,170,0.84375,0.6640625
55.8631690385803,18.60768461137139,180,202,0.703125,0.7890625
55.860358421712434,18.608626788602397,157,137,0.61328125,0.53515625
55.85848058598849,18.609696909500347,131,93,0.51171875,0.36328125
55.85931517964357,18.611092709253068,96,112,0.375,0.4375
55.86395453849097,18.609720172923385,130,220,0.5078125,0.859375
55.86543962425958,18.610569285687635,109,255,0.42578125,0.99609375
55.864764585273846,18.610988024668806,99,239,0.38671875,0.93359375
55.8632304057608,18.60535822549729,237,204,0.92578125,0.796875
55.8626903745722,18.613291070643516,42,191,0.1640625,0.74609375
55.86378271038548,18.61370980292571,32,216,0.125,0.84375
55.86221171056413,18.6127676538414,55,180,0.21484375,0.703125
55.861021187262025,18.612069762266884,72,152,0.28125,0.59375
55.85942564056848,18.612569918185947,60,115,0.234375,0.44921875
55.85738825017516,18.61495436223565,1,67,0.00390625,0.26171875
55.85497038326263,18.61420995402311,20,11,0.078125,0.04296875
