lon,lat,x,y,x_scaled,y_scaled
55.83098808911496,18.60557923352233,232,220,0.90625,0.859375
55.831994510875504,18.6062306239267,216,244,0.84375,0.953125
55.82210825809354,18.606562134157343,208,13,0.8125,0.05078125
55.8237528985315,18.607853273110862,176,52,0.6875,0.203125
55.82574119518039,18.60623643990122,216,98,0.84375,0.3828125
55.82709127315186,18.607934695959752,174,130,0.6796875,0.5078125
55.82663715601599,18.60796959145449,173,119,0.67578125,0.46484375
55.82613394513572,18.60738799894126,187,107,0.73046875,0.41796875
55.82590074984974,18.60888850357409,151,102,0.58984375,0.3984375
55.82704217940744,18.60635275934996,213,128,0.83203125,0.5
55.82867454640931,18.610051676356097,122,166,0.4765625,0.6484375
55.8295091400644,18.6098655692453,127,186,0.49609375,0.7265625
55.82826952301787,18.608655868063558,156,157,0.609375,0.61328125
55.82975460878648,18.611179946357407,94,192,0.3671875,0.75
55.83076103054702,18.610388994975576,114,215,0.4453125,0.83984375
55.83165699138263,18.609946991131327,125,236,0.48828125,0.921875
55.82959505411714,18.61234310347459,66,188,0.2578125,0.734375
55.83174290543536,18.61449492317677,13,238,0.05078125,0.9296875
55.83227066318784,18.6146228683558,10,250,0.0390625,0.9765625
55.83198837415745,18.6119941571744,74,244,0.2890625,0.953125
55.82213894168374,18.6091385863932,144,14,0.5625,0.0546875
55.8217093714201,18.610045860511956,122,4,0.4765625,0.015625
55.82292444159441,18.613767960105577,31,32,0.12109375,0.125
55.82593143343993,18.614198322618904,20,102,0.078125,0.3984375
55.82445862110743,18.61234891924019,66,68,0.2578125,0.265625
55.82692558176438,18.61265133877775,58,126,0.2265625,0.4921875
55.82632418339528,18.611825499539417,78,112,0.3046875,0.4375
55.829404815857416,18.614640315418203,9,183,0.03515625,0.71484375
