lon,lat,x,y,x_scaled,y_scaled
55.60844882107603,18.22997557564961,241,155,0.94140625,0.60546875
55.60792574510037,18.2300873605674,238,143,0.9296875,0.55859375
55.60600344088977,18.231403933082728,206,98,0.8046875,0.3828125
55.607821129905226,18.233055844878955,165,140,0.64453125,0.546875
55.60878882046021,18.232062215603577,189,163,0.73828125,0.63671875
55.61017497179574,18.23177654613636,197,195,0.76953125,0.76171875
55.61115573925012,18.23357749797619,152,218,0.59375,0.8515625
55.6110380471556,18.235527473078815,104,215,0.40625,0.83984375
55.60846189797541,18.23537843116752,108,155,0.421875,0.60546875
55.609089589146215,18.23378864283264,147,170,0.57421875,0.6640625
55.60555882631044,18.235043086400083,116,87,0.453125,0.33984375
55.60338806101141,18.23453385792412,129,37,0.50390625,0.14453125
55.604041905981,18.237042725259425,67,52,0.26171875,0.203125
55.60215883246859,18.23650866247297,80,8,0.3125,0.03125
55.60197575587711,18.23828472539661,37,4,0.14453125,0.015625
55.60575497980132,18.238644903776983,28,92,0.109375,0.359375
55.61136496964039,18.238849832522444,23,223,0.08984375,0.87109375
55.60791266820097,18.239514296793423,7,142,0.02734375,0.5546875
55.61110343165257,18.237396696202406,59,217,0.23046875,0.84765625
55.612724967177165,18.23092574516112,217,254,0.84765625,0.9921875
55.61009651039939,18.23187590948252,194,193,0.7578125,0.75390625
