lon,lat,x,y,x_scaled,y_scaled
55.9398964243857,18.647228302681462,232,198,0.90625,0.7734375
55.93876726826412,18.64687942799695,240,172,0.9375,0.671875
55.93761356527032,18.649647147444984,172,145,0.671875,0.56640625
55.936484409148726,18.64999601644213,164,119,0.640625,0.46484375
55.94009279936337,18.64915872964454,184,203,0.71875,0.79296875
55.93321967514501,18.64933316473457,180,42,0.703125,0.1640625
55.93628803417108,18.646786394626687,243,114,0.94921875,0.4453125
55.934532932808175,18.646332856216645,254,73,0.9921875,0.28515625
55.93470476091362,18.650565834262284,150,77,0.5859375,0.30078125
55.9346556671692,18.652693912475357,97,76,0.37890625,0.296875
55.93796949491733,18.651542660361148,126,153,0.4921875,0.59765625
55.93708580751783,18.653507924409283,77,133,0.30078125,0.51953125
55.9387427213919,18.65503127911038,40,171,0.15625,0.66796875
55.94048554931869,18.65291485895772,92,212,0.359375,0.828125
55.94082920552962,18.65400795837589,65,220,0.25390625,0.859375
55.93696307315679,18.65191478311069,117,130,0.45703125,0.5078125
55.93722081531497,18.652693912475357,97,136,0.37890625,0.53125
55.9343856515749,18.654380075720518,56,70,0.21875,0.2734375
