lon,lat,x,y,x_scaled,y_scaled
56.502715855206674,19.314838196902564,165,1,0.64453125,0.00390625
56.5033377344222,19.316379427223907,127,15,0.49609375,0.05859375
56.50391311799543,19.317953551377293,88,29,0.34375,0.11328125
56.50334354637748,19.318337481797982,78,15,0.3046875,0.05859375
56.50434320268654,19.31909437055723,60,39,0.234375,0.15234375
56.5053428589956,19.317679314810373,95,62,0.37109375,0.2421875
56.50640063485751,19.318441691327976,76,87,0.296875,0.33984375
56.50599379798755,19.31717471832504,107,77,0.41796875,0.30078125
56.50544166223544,19.3156225258926,145,64,0.56640625,0.25
56.50486046670692,19.31420195523715,180,51,0.703125,0.19921875
56.508080289934966,19.31631909463764,128,126,0.5,0.4921875
56.510561994841744,19.31909437055723,60,184,0.234375,0.71875
56.50999823517908,19.318408783062527,77,170,0.30078125,0.6640625
56.50778969217068,19.319204064289497,57,119,0.22265625,0.46484375
56.50734217161372,19.31932472730996,54,109,0.2109375,0.42578125
56.50697601843075,19.319598961116068,47,100,0.18359375,0.390625
56.50549396983301,19.319971918353914,38,65,0.1484375,0.25390625
56.50474422760122,19.32029002826656,30,48,0.1171875,0.1875
56.50344816157261,19.320778161238785,18,18,0.0703125,0.0703125
56.50302388883679,19.32091527697991,15,8,0.05859375,0.03125
