lon,lat,x,y,x_scaled,y_scaled
56.31277015009542,18.873413377086887,42,183,0.1640625,0.71484375
56.30951545513569,18.874214099284234,22,107,0.0859375,0.41796875
56.30788810765581,18.872304678498185,69,69,0.26953125,0.26953125
56.309092344790926,18.8721814893134,72,97,0.28125,0.37890625
56.30901097741692,18.86722304946929,194,95,0.7578125,0.37109375
56.30852277317296,18.865405944733254,239,84,0.93359375,0.328125
56.315845836832366,18.86779281554277,180,254,0.703125,0.9921875
56.30828394998245,18.8688385031734,154,78,0.6015625,0.3046875
56.307553680534255,18.87007537669041,124,61,0.484375,0.23828125
56.30685409467631,18.87024958349482,120,45,0.46875,0.17578125
56.31420588290276,18.87298460658973,52,216,0.203125,0.84375
56.31419360946666,18.874668568886623,11,216,0.04296875,0.84375
56.30553470029509,18.871138035381225,98,14,0.3828125,0.0546875
56.31013723883417,18.87159968009052,86,121,0.3359375,0.47265625
56.30997154744677,18.867906486818253,177,117,0.69140625,0.45703125
56.31103933638784,18.86645183411569,213,142,0.83203125,0.5546875
56.306676129852754,18.87505761983873,1,41,0.00390625,0.16015625
56.310109623602926,18.865049432436056,248,121,0.96875,0.47265625
