lon,lat,x,y,x_scaled,y_scaled
55.86340809784146,18.480552894240816,233,208,0.91015625,0.8125
55.8607286703684,18.48009762031929,244,145,0.953125,0.56640625
55.8619069202344,18.48076811421921,228,173,0.890625,0.67578125
55.85473268771699,18.48080122496113,227,6,0.88671875,0.0234375
55.85692335969007,18.483565949349572,159,57,0.62109375,0.22265625
55.85917512610067,18.48441025748984,138,109,0.5390625,0.42578125
55.85468904883306,18.482928576724117,174,5,0.6796875,0.01953125
55.85613785977941,18.48205115079124,196,38,0.765625,0.1484375
55.85777868181503,18.48152138201577,209,77,0.81640625,0.30078125
55.85811033733287,18.482804412949815,177,84,0.69140625,0.328125
55.86000426489526,18.482274646502336,191,128,0.74609375,0.5
55.86083340368987,18.48353283914168,160,148,0.625,0.578125
55.86237822018085,18.483839108320662,152,184,0.59375,0.71875
55.86264878126119,18.482680249085597,181,190,0.70703125,0.7421875
55.85465413772592,18.486396848472083,89,4,0.34765625,0.015625
55.85540472652944,18.485006237202384,123,21,0.48046875,0.08203125
55.85708045967221,18.48575120892869,105,60,0.41015625,0.234375
55.85791832624359,18.48644651295159,88,80,0.34375,0.3125
55.858590365056045,18.4868521056622,78,95,0.3046875,0.37109375
55.86073739814522,18.487315639013172,67,146,0.26171875,0.5703125
55.86362629226113,18.486264409789683,92,213,0.359375,0.83203125
55.85996935378813,18.488557240026005,36,128,0.140625,0.5
